animal_type,intake_year,breed,Count of breed
Dog,2017,Manchester Terrier Mix,14
Dog,2017,Labrador Retriever/Beagle,14
Dog,2017,Dalmatian Mix,14
Dog,2017,Redbone Hound Mix,13
Dog,2017,Soft Coated Wheaten Terrier Mix,13
Dog,2017,Norfolk Terrier Mix,13
Dog,2017,Pembroke Welsh Corgi Mix,13
Dog,2017,Belgian Malinois Mix,12
Dog,2017,Doberman Pinsch,12
Dog,2017,Cocker Spaniel,12
Dog,2017,Miniature Schnauzer,11
Dog,2017,Scottish Terrier Mix,11
Dog,2017,Tibetan Spaniel Mix,11
Dog,2017,Collie Rough Mix,11
Dog,2017,Catahoula,11
Dog,2017,Dachshund,11
Dog,2017,Basenji Mix,11
Dog,2017,Whippet Mix,10
Dog,2017,Wire Hair Fox Terrier Mix,10
Dog,2017,Labrador Retriever/Doberman Pinsch,10
Dog,2017,Bulldog Mix,10
Dog,2017,Border Collie,10
Dog,2017,Siberian Husky/German Shepherd,9
Dog,2017,Miniature Poodle,9
Dog,2017,Jack Russell Terrier,9
Dog,2017,Papillon Mix,9
Dog,2017,Chihuahua Shorthair/Pug,9
Dog,2017,Cardigan Welsh Corgi Mix,9
Dog,2017,Boxer/Pit Bull,9
Dog,2017,Shiba Inu Mix,8
Dog,2017,West Highland Mix,8
Dog,2017,Great Pyrenees/American Bulldog,8
Dog,2017,Norwich Terrier Mix,8
Dog,2017,Shetland Sheepdog Mix,8
Dog,2017,Pointer/Labrador Retriever,8
Dog,2017,Bluetick Hound Mix,8
Dog,2017,Flat Coat Retriever Mix,8
Dog,2017,Chihuahua Shorthair/Jack Russell Terrier,8
Dog,2017,Carolina Dog Mix,8
Dog,2017,Border Collie/Labrador Retriever,8
Dog,2017,Cavalier Span Mix,8
Dog,2017,Labrador Retriever/Pointer,7
Dog,2017,Parson Russell Terrier Mix,7
Dog,2017,Great Pyrenees/Border Collie,7
Dog,2017,Pharaoh Hound Mix,7
Dog,2017,Maltese/Miniature Poodle,7
Dog,2017,Labrador Retriever/Boxer,7
Dog,2017,Miniature Schnauzer/Miniature Poodle,7
Dog,2017,Labrador Retriever/Catahoula,7
Dog,2017,Labrador Retriever/Whippet,7
Dog,2017,Pit Bull/Boxer,7
Dog,2017,Toy Fox Terrier Mix,7
Dog,2017,Pug/Chihuahua Shorthair,7
Dog,2017,Pbgv Mix,7
Dog,2017,Labrador Retriever/Border Collie,7
Dog,2017,Miniature Pinscher,7
Dog,2017,English Pointer Mix,7
Dog,2017,Anatol Shepherd,7
Dog,2017,Border Collie/German Shepherd,7
Dog,2017,Alaskan Malamute Mix,7
Dog,2017,Akita Mix,7
Dog,2017,Jack Russell Terrier/Chihuahua Shorthair,6
Dog,2017,Standard Poodle Mix,6
Dog,2017,Rat Terrier/Chihuahua Shorthair,6
Dog,2017,Labrador Retriever/Chow Chow,6
Dog,2017,Yorkshire Terrier,6
Dog,2017,Labrador Retriever/Great Pyrenees,6
Dog,2017,Chihuahua Shorthair/Rat Terrier,6
Dog,2017,Cairn Terrier,6
Dog,2017,Basset Hound,6
Dog,2017,Chinese Sharpei,6
Dog,2017,Australian Terrier Mix,6
Dog,2017,German Shepherd/Black Mouth Cur,6
Dog,2017,Australian Cattle Dog/Labrador Retriever,6
Dog,2017,Chinese Sharpei/Labrador Retriever,6
Dog,2017,Bloodhound Mix,6
Dog,2017,Bruss Griffon Mix,6
Dog,2017,Bullmastiff Mix,6
Dog,2017,Yorkshire Terrier/Miniature Schnauzer,5
Dog,2017,Greyhound Mix,5
Dog,2017,Labrador Retriever/Siberian Husky,5
Dog,2017,Rat Terrier/Labrador Retriever,5
Dog,2017,Pug,5
Dog,2017,St. Bernard Rough Coat Mix,5
Dog,2017,Labrador Retriever/Rottweiler,5
Dog,2017,Rhod Ridgeback,5
Dog,2017,Rottweiler/Labrador Retriever,5
Dog,2017,Rat Terrier,5
Dog,2017,German Shorthair Pointer Mix,5
Dog,2017,German Shepherd/Chow Chow,5
Dog,2017,American Bulldog,5
Dog,2017,Basset Hound/Labrador Retriever,5
Dog,2017,German Shepherd/Rottweiler,5
Dog,2017,Beagle/Labrador Retriever,5
Dog,2017,Australian Kelpie,5
Dog,2017,Border Collie/Australian Cattle Dog,5
Dog,2017,Dachshund/Labrador Retriever,5
Dog,2017,Boxer/Labrador Retriever,5
Dog,2017,Brittany Mix,5
Dog,2017,Great Dane,4
Dog,2017,Smooth Fox Terrier Mix,4
Dog,2017,Pomeranian,4
Dog,2017,Havanese Mix,4
Dog,2017,Lhasa Apso/Miniature Poodle,4
Dog,2017,Yorkshire Terrier/Chihuahua Shorthair,4
Dog,2017,Wirehaired Pointing Griffon Mix,4
Dog,2017,Miniature Poodle/Maltese,4
Dog,2017,Siberian Husky/Labrador Retriever,4
Dog,2017,Pembroke Welsh Corgi,4
Dog,2017,St. Bernard Rough Coat/Boxer,4
Dog,2017,Labrador Retriever/Plott Hound,4
Dog,2017,Maltese/Toy Poodle,4
Dog,2017,Jack Russell Terrier/Rat Terrier,4
Dog,2017,Mastiff,4
Dog,2017,Schnauzer Giant Mix,4
Dog,2017,Great Pyrenees/Labrador Retriever,4
Dog,2017,Pit Bull/Australian Cattle Dog,4
Dog,2017,Finnish Spitz Mix,4
Dog,2017,Dutch Shepherd Mix,4
Dog,2017,American Bulldog/Pit Bull,4
Dog,2017,Boston Terrier,4
Dog,2017,English Bulldog,4
Dog,2017,Basset Hound/Chinese Sharpei,4
Dog,2017,French Bulldog,4
Dog,2017,Black/Tan Hound,4
Dog,2017,Catahoula/Labrador Retriever,4
Dog,2017,Cavalier Span,4
Dog,2017,Kuvasz Mix,3
Dog,2017,Pit Bull/Pointer,3
Dog,2017,Maltese,3
Dog,2017,Labrador Retriever/Golden Retriever,3
Dog,2017,Labrador Retriever/Dalmatian,3
Dog,2017,Miniature Schnauzer/Dachshund Wirehair,3
Dog,2017,Staffordshire/Labrador Retriever,3
Dog,2017,Labrador Retriever/Queensland Heeler,3
Dog,2017,Pit Bull/German Shepherd,3
Dog,2017,Miniature Pinscher/Chihuahua Shorthair,3
Dog,2017,Miniature Poodle/Cairn Terrier,3
Dog,2017,Shih Tzu/Miniature Poodle,3
Dog,2017,Samoyed Mix,3
Dog,2017,Jack Russell Terrier/Pembroke Welsh Corgi,3
Dog,2017,Irish Terrier Mix,3
Dog,2017,Miniature Poodle/Shih Tzu,3
Dog,2017,Pit Bull/Chinese Sharpei,3
Dog,2017,Leonberger Mix,3
Dog,2017,Standard Schnauzer/Miniature Poodle,3
Dog,2017,Labrador Retriever/Jack Russell Terrier,3
Dog,2017,Labrador Retriever/Australian Kelpie,3
Dog,2017,Great Pyrenees/Anatol Shepherd,3
Dog,2017,Treeing Cur Mix,3
Dog,2017,Golden Retriever,3
Dog,2017,Maltese/Yorkshire Terrier,3
Dog,2017,Pit Bull/Catahoula,3
Dog,2017,Labrador Retriever/Basset Hound,3
Dog,2017,Labrador Retriever/Mastiff,3
Dog,2017,Labrador Retriever/Greyhound,3
Dog,2017,St. Bernard Smooth Coat Mix,3
Dog,2017,Pharaoh Hound,3
Dog,2017,Staffordshire,3
Dog,2017,Miniature Schnauzer/Toy Poodle,3
Dog,2017,Pekingese/Shih Tzu,3
Dog,2017,Australian Shepherd/Border Collie,3
Dog,2017,Cocker Spaniel/Miniature Poodle,3
Dog,2017,Chinese Crested Mix,3
Dog,2017,Border Collie/Great Pyrenees,3
Dog,2017,Collie Rough/German Shepherd,3
Dog,2017,Anatol Shepherd/Great Pyrenees,3
Dog,2017,English Coonhound Mix,3
Dog,2017,Beagle/German Shepherd,3
Dog,2017,Chow Chow/German Shepherd,3
Dog,2017,Bull Terrier,3
Dog,2017,Collie Rough/Anatol Shepherd,3
Dog,2017,Australian Cattle Dog/German Shepherd,3
Dog,2017,Dachshund Longhair,3
Dog,2017,Chihuahua Shorthair/Beagle,3
Dog,2017,Australian Shepherd/Catahoula,3
Dog,2017,Chihuahua Shorthair/Italian Greyhound,3
Dog,2017,German Shepherd/Border Collie,3
Dog,2017,Chihuahua Shorthair/Miniature Pinscher,3
Dog,2017,German Shepherd/Pembroke Welsh Corgi,3
Dog,2017,Toy Poodle,2
Dog,2017,Shetland Sheepdog,2
Dog,2017,Rottweiler/German Shepherd,2
Dog,2017,Havanese,2
Dog,2017,Redbone Hound/Rhod Ridgeback,2
Dog,2017,Plott Hound/Labrador Retriever,2
Dog,2017,Labrador Retriever/Labrador Retriever,2
Dog,2017,Pointer,2
Dog,2017,Old English Bulldog Mix,2
Dog,2017,Patterdale Terr Mix,2
Dog,2017,Standard Schnauzer/Standard Poodle,2
Dog,2017,Pointer/Border Collie,2
Dog,2017,Tibetan Terrier,2
Dog,2017,Shih Tzu/Pit Bull,2
Dog,2017,Rhod Ridgeback/Labrador Retriever,2
Dog,2017,Miniature Poodle/Australian Cattle Dog,2
Dog,2017,Welsh Springer Spaniel Mix,2
Dog,2017,Golden Retriever/Labrador Retriever,2
Dog,2017,Rottweiler/Pit Bull,2
Dog,2017,Siberian Husky/American Pit Bull Terrier,2
Dog,2017,Papillon/Shih Tzu,2
Dog,2017,Miniature Poodle/Lhasa Apso,2
Dog,2017,Landseer Mix,2
Dog,2017,Pomeranian/Chihuahua Shorthair,2
Dog,2017,Tibetan Spaniel,2
Dog,2017,Great Pyrenees/Australian Cattle Dog,2
Dog,2017,Tibetan Spaniel/Beagle,2
Dog,2017,Miniature Poodle/Miniature Schnauzer,2
Dog,2017,Italian Greyhound Mix,2
Dog,2017,Pug/Chihuahua Longhair,2
Dog,2017,Neapolitan Mastiff Mix,2
Dog,2017,Labrador Retriever/Great Dane,2
Dog,2017,Vizsla,2
Dog,2017,Pembroke Welsh Corgi/Chihuahua Shorthair,2
Dog,2017,Labrador Retriever/Dachshund,2
Dog,2017,Irish Wolfhound Mix,2
Dog,2017,West Highland,2
Dog,2017,Manchester Terrier/Chihuahua Shorthair,2
Dog,2017,Pit Bull/French Bulldog,2
Dog,2017,Picardy Sheepdog Mix,2
Dog,2017,Saluki,2
Dog,2017,Standard Poodle,2
Dog,2017,Jindo Mix,2
Dog,2017,Rat Terrier/Dachshund,2
Dog,2017,Yorkshire Terrier/Jack Russell Terrier,2
Dog,2017,Standard Poodle/Labrador Retriever,2
Dog,2017,Labrador Retriever/Chinese Sharpei,2
Dog,2017,Pit Bull/Basset Hound,2
Dog,2017,Basset Hound/Boxer,2
Dog,2017,Black Mouth Cur,2
Dog,2017,Dachshund/Beagle,2
Dog,2017,Cairn Terrier/Yorkshire Terrier,2
Dog,2017,German Shepherd/Australian Cattle Dog,2
Dog,2017,Cane Corso Mix,2
Dog,2017,Akita,2
Dog,2017,Cane Corso/Blue Lacy,2
Dog,2017,Dachshund/Rat Terrier,2
Dog,2017,Cardigan Welsh Corgi,2
Dog,2017,English Shepherd Mix,2
Dog,2017,Cardigan Welsh Corgi/Australian Cattle Dog,2
Dog,2017,Cocker Spaniel/Pembroke Welsh Corgi,2
Dog,2017,Cardigan Welsh Corgi/Beagle,2
Dog,2017,Australian Kelpie/Labrador Retriever,2
Dog,2017,Beagle/Basset Hound,2
Dog,2017,Bichon Frise,2
Dog,2017,Catahoula/Harrier,2
Dog,2017,Dachshund/Jack Russell Terrier,2
Dog,2017,Beauceron Mix,2
Dog,2017,Dalmatian/Pit Bull,2
Dog,2017,Bedlington Terr Mix,2
Dog,2017,English Foxhound Mix,2
Dog,2017,German Shepherd/Siberian Husky,2
Dog,2017,American Staffordshire Terrier,2
Dog,2017,Chihuahua Longhair,2
Dog,2017,Bulldog/Boston Terrier,2
Dog,2017,American Eskimo Mix,2
Dog,2017,Australian Kelpie/Catahoula,2
Dog,2017,Chihuahua Longhair/Yorkshire Terrier,2
Dog,2017,Brittany/Border Collie,2
Dog,2017,Border Collie/Australian Shepherd,2
Dog,2017,Alaskan Husky,2
Dog,2017,Chihuahua Shorthair/Cardigan Welsh Corgi,2
Dog,2017,Dachshund Longhair/Maltese,2
Dog,2017,Anatol Shepherd/Labrador Retriever,2
Dog,2017,Dachshund Wirehair,2
Dog,2017,Boxer/Beagle,2
Dog,2017,Border Collie/Whippet,2
Dog,2017,Blue Lacy/Pit Bull,2
Dog,2017,American Foxhound Mix,2
Dog,2017,German Shepherd/Plott Hound,2
Dog,2017,Akbash Mix,2
Dog,2017,Beagle/Australian Cattle Dog,2
Dog,2017,Bichon Frise/Miniature Poodle,2
Dog,2017,Anatol Shepherd/Akita,2
Dog,2017,Bulldog,2
Dog,2017,Belgian Malinois/Treeing Cur,2
Dog,2017,Australian Shepherd/Labrador Retriever,2
Dog,2017,Chow Chow,2
Dog,2017,Basenji/Chihuahua Shorthair,2
Dog,2017,Anatol Shepherd/Pit Bull,2
Dog,2017,German Shepherd/Alaskan Husky,2
Dog,2017,Chow Chow/Labrador Retriever,2
Dog,2017,German Shepherd/Australian Kelpie,2
Dog,2017,Cocker Spaniel/Labrador Retriever,2
Dog,2017,Cairn Terrier/Chihuahua Shorthair,2
Dog,2017,Boxer/Staffordshire,2
Dog,2017,Chihuahua Shorthair/Norfolk Terrier,2
Dog,2017,German Shepherd/Redbone Hound,2
Dog,2017,Australian Cattle Dog/Staffordshire,2
Dog,2017,Chihuahua Shorthair/Yorkshire Terrier,2
Dog,2017,German Shorthair Pointer,2
Dog,2017,Cavalier Span/Chihuahua Shorthair,2
Dog,2017,Chihuahua Longhair/Dachshund Wirehair,2
Dog,2017,Weimaraner/Labrador Retriever,1
Dog,2017,Pembroke Welsh Corgi/Labrador Retriever,1
Dog,2017,Silky Terrier/Yorkshire Terrier,1
Dog,2017,Pointer/Dalmatian,1
Dog,2017,Pit Bull/Bulldog,1
Dog,2017,Pointer/German Shorthair Pointer,1
Dog,2017,Labrador Retriever/German Shorthair Pointer,1
Dog,2017,Miniature Pinscher/Dachshund,1
Dog,2017,Spinone Italiano Mix,1
Dog,2017,Pointer/Pit Bull,1
Dog,2017,Maltese/Standard Poodle,1
Dog,2017,Pointer/Staffordshire,1
Dog,2017,Treeing Walker Coonhound Mix,1
Dog,2017,Miniature Pinscher/Yorkshire Terrier,1
Dog,2017,Whippet/Catahoula,1
Dog,2017,Jack Russell Terrier/Yorkshire Terrier,1
Dog,2017,Siberian Husky/Chinese Sharpei,1
Dog,2017,Pomeranian/Chihuahua Longhair,1
Dog,2017,Smooth Fox Terrier/Jack Russell Terrier,1
Dog,2017,Jindo,1
Dog,2017,St. Bernard Rough Coat/Great Pyrenees,1
Dog,2017,Pomeranian/Cocker Spaniel,1
Dog,2017,Great Pyrenees/English Pointer,1
Dog,2017,Presa Canario Mix,1
Dog,2017,German Wirehaired Pointer/Labrador Retriever,1
Dog,2017,Greyhound/Border Collie,1
Dog,2017,Pit Bull/Dachshund,1
Dog,2017,Keeshond Mix,1
Dog,2017,Labrador Retriever/Finnish Spitz,1
Dog,2017,Pug/Beagle,1
Dog,2017,Pit Bull/Rat Terrier,1
Dog,2017,Pug/Boxer,1
Dog,2017,Plott Hound/Border Collie,1
Dog,2017,Miniature Poodle/Cocker Spaniel,1
Dog,2017,Yorkshire Terrier/Shih Tzu,1
Dog,2017,Greyhound/Pointer,1
Dog,2017,Golden Retriever/Australian Shepherd,1
Dog,2017,Labrador Retriever/Miniature Poodle,1
Dog,2017,Smooth Fox Terrier,1
Dog,2017,Queensland Heeler/Australian Cattle Dog,1
Dog,2017,Great Pyrenees/Chow Chow,1
Dog,2017,Queensland Heeler/Labrador Retriever,1
Dog,2017,Lhasa Apso/Pekingese,1
Dog,2017,Queensland Heeler/Pit Bull,1
Dog,2017,Labrador Retriever/Bullmastiff,1
Dog,2017,Harrier,1
Dog,2017,Staffordshire/Border Collie,1
Dog,2017,Great Dane/Labrador Retriever,1
Dog,2017,Great Pyrenees/Golden Retriever,1
Dog,2017,Rat Terrier/American Pit Bull Terrier,1
Dog,2017,Standard Schnauzer/German Shepherd,1
Dog,2017,Rat Terrier/Border Collie,1
Dog,2017,Pit Bull/Belgian Malinois,1
Dog,2017,Rat Terrier/Cardigan Welsh Corgi,1
Dog,2017,Pit Bull/Chihuahua Shorthair,1
Dog,2017,Miniature Poodle/Yorkshire Terrier,1
Dog,2017,Pit Bull/Dalmatian,1
Dog,2017,Labrador Retriever/Akita,1
Dog,2017,Treeing Walker Coonhound/Plott Hound,1
Dog,2017,Labrador Retriever/American Bulldog,1
Dog,2017,Weimaraner,1
Dog,2017,Rat Terrier/Pekingese,1
Dog,2017,Mastiff/American Pit Bull Terrier,1
Dog,2017,Rat Terrier/Smooth Fox Terrier,1
Dog,2017,West Highland/Miniature Poodle,1
Dog,2017,Miniature Schnauzer/Cairn Terrier,1
Dog,2017,Whippet/Plott Hound,1
Dog,2017,Miniature Schnauzer/Chihuahua Shorthair,1
Dog,2017,Plott Hound/Dachshund,1
Dog,2017,Miniature Schnauzer/Cocker Spaniel,1
Dog,2017,Golden Retriever/Chow Chow,1
Dog,2017,Miniature Schnauzer/Dachshund,1
Dog,2017,Yorkshire Terrier/Yorkshire Terrier,1
Dog,2017,Rhod Ridgeback/Australian Cattle Dog,1
Dog,2017,Lhasa Apso,1
Dog,2017,Rhod Ridgeback/Boxer,1
Dog,2017,Siberian Husky/Pit Bull,1
Dog,2017,Miniature Schnauzer/Dachshund Longhair,1
Dog,2017,Skye Terrier Mix,1
Dog,2017,Labrador Retriever/Rhod Ridgeback,1
Dog,2017,Lhasa Apso/Jack Russell Terrier,1
Dog,2017,Miniature Schnauzer/Maltese,1
Dog,2017,Smooth Fox Terrier/Labrador Retriever,1
Dog,2017,Rottweiler/Australian Shepherd,1
Dog,2017,Soft Coated Wheaten Terrier/Boxer,1
Dog,2017,Rottweiler/Blue Lacy,1
Dog,2017,St. Bernard Rough Coat,1
Dog,2017,Rottweiler/English Bulldog,1
Dog,2017,Lhasa Apso/Toy Poodle,1
Dog,2017,Great Dane/Pointer,1
Dog,2017,St. Bernard Smooth Coat,1
Dog,2017,Labrador Retriever/Shiba Inu,1
Dog,2017,Pembroke Welsh Corgi/Chinese Sharpei,1
Dog,2017,Miniature Schnauzer/Yorkshire Terrier,1
Dog,2017,Staffordshire/Beagle,1
Dog,2017,Great Pyrenees/Australian Shepherd,1
Dog,2017,Staffordshire/Boxer,1
Dog,2017,Saluki Mix,1
Dog,2017,Maltese/Border Collie,1
Dog,2017,Samoyed,1
Dog,2017,Standard Poodle/Jack Russell Terrier,1
Dog,2017,Neapolitan Mastiff/Pit Bull,1
Dog,2017,Great Pyrenees/Kuvasz,1
Dog,2017,Schipperke Mix,1
Dog,2017,Jack Russell Terrier/Australian Cattle Dog,1
Dog,2017,Norfolk Terrier,1
Dog,2017,Sussex Span Mix,1
Dog,2017,Labrador Retriever/Smooth Fox Terrier,1
Dog,2017,Jack Russell Terrier/Australian Shepherd,1
Dog,2017,Labrador Retriever/St. Bernard Smooth Coat,1
Dog,2017,Manchester Terrier/Australian Kelpie,1
Dog,2017,Nova Scotia Duck Tolling Retriever Mix,1
Dog,2017,Golden Retriever/Catahoula,1
Dog,2017,Shiba Inu,1
Dog,2017,Toy Poodle/Miniature Schnauzer,1
Dog,2017,Old English Bulldog,1
Dog,2017,Treeing Tennesse Brindle Mix,1
Dog,2017,Shiba Inu/Australian Kelpie,1
Dog,2017,Treeing Walker Coonhound/German Shepherd,1
Dog,2017,Labrador Retriever/Vizsla,1
Dog,2017,Manchester Terrier/Dachshund,1
Dog,2017,Otterhound Mix,1
Dog,2017,Vizsla/Labrador Retriever,1
Dog,2017,Shih Tzu/Chihuahua Longhair,1
Dog,2017,Greater Swiss Mountain Dog Mix,1
Dog,2017,Shih Tzu/Chihuahua Shorthair,1
Dog,2017,Welsh Springer Spaniel,1
Dog,2017,Shih Tzu/Cocker Spaniel,1
Dog,2017,Welsh Springer Spaniel/Labrador Retriever,1
Dog,2017,Shih Tzu/Dachshund,1
Dog,2017,Plott Hound,1
Dog,2017,Shih Tzu/Maltese,1
Dog,2017,Mastiff/Plott Hound,1
Dog,2017,Havanese/Miniature Poodle,1
Dog,2017,Whippet/Labrador Retriever,1
Dog,2017,Papillon/Chihuahua Shorthair,1
Dog,2017,Plott Hound/Beagle,1
Dog,2017,Shih Tzu/Pug,1
Dog,2017,Plott Hound/Boxer,1
Dog,2017,Shih Tzu/Toy Poodle,1
Dog,2017,Mexican Hairless,1
Dog,2017,Shih Tzu/Yorkshire Terrier,1
Dog,2017,Yorkshire Terrier/Miniature Poodle,1
Dog,2017,Landseer,1
Dog,2017,Yorkshire Terrier/Pomeranian,1
Dog,2017,Ibizan Hound Mix,1
Dog,2017,Yorkshire Terrier/Standard Poodle,1
Dog,2017,Labrador Retriever/Black/Tan Hound,1
Dog,2017,Jack Russell Terrier/Standard Schnauzer,1
Dog,2017,Siberian Husky/Australian Cattle Dog,1
Dog,2017,English Springer Spaniel Mix,1
Dog,2017,Belgian Sheepdog Mix,1
Dog,2017,Akita/Belgian Malinois,1
Dog,2017,Australian Cattle Dog/Boxer,1
Dog,2017,Dogo Argentino Mix,1
Dog,2017,Blue Lacy,1
Dog,2017,German Shepherd/Cardigan Welsh Corgi,1
Dog,2017,American Staffordshire Terrier/Boxer,1
Dog,2017,Dachshund Wirehair/Shih Tzu,1
Dog,2017,Cardigan Welsh Corgi/Dachshund,1
Dog,2017,Dachshund/Wire Hair Fox Terrier,1
Dog,2017,Carolina Dog,1
Dog,2017,English Coonhound/German Shepherd,1
Dog,2017,Australian Cattle Dog/Collie Smooth,1
Dog,2017,Airedale Terrier Mix,1
Dog,2017,Australian Cattle Dog/Dalmatian,1
Dog,2017,German Shepherd/Pit Bull,1
Dog,2017,Blue Lacy/Beagle,1
Dog,2017,Boxer/Bullmastiff,1
Dog,2017,Catahoula/American Pit Bull Terrier,1
Dog,2017,Dachshund/Blue Lacy,1
Dog,2017,Catahoula/Australian Cattle Dog,1
Dog,2017,Dachshund/Norfolk Terrier,1
Dog,2017,Catahoula/Australian Shepherd,1
Dog,2017,Australian Shepherd/Collie Smooth,1
Dog,2017,Catahoula/Beagle,1
Dog,2017,Dutch Shepherd/Labrador Retriever,1
Dog,2017,Catahoula/Doberman Pinsch,1
Dog,2017,Australian Cattle Dog/American Pit Bull Terrier,1
Dog,2017,Blue Lacy/Labrador Retriever,1
Dog,2017,Australian Shepherd/Nova Scotia Duck Tolling Retriever,1
Dog,2017,Beagle/Mastiff,1
Dog,2017,Cairn Terrier/Chihuahua Longhair,1
Dog,2017,Catahoula/Plott Hound,1
Dog,2017,German Shepherd/Great Pyrenees,1
Dog,2017,Catahoula/Queensland Heeler,1
Dog,2017,Basset Hound/Black/Tan Hound,1
Dog,2017,Catahoula/Rottweiler,1
Dog,2017,Dachshund Longhair/Golden Retriever,1
Dog,2017,Catahoula/Siberian Husky,1
Dog,2017,Australian Shepherd/Alaskan Malamute,1
Dog,2017,Bluetick Hound,1
Dog,2017,Dachshund/Australian Cattle Dog,1
Dog,2017,Australian Cattle Dog/Great Pyrenees,1
Dog,2017,Dachshund/Cardigan Welsh Corgi,1
Dog,2017,American Staffordshire Terrier/Labrador Retriever,1
Dog,2017,Boxer/Whippet,1
Dog,2017,American Staffordshire Terrier/Pit Bull,1
Dog,2017,Boykin Span Mix,1
Dog,2017,Australian Cattle Dog/Jack Russell Terrier,1
Dog,2017,Dalmatian/Labrador Retriever,1
Dog,2017,Chihuahua Longhair/Cardigan Welsh Corgi,1
Dog,2017,Doberman Pinsch/Labrador Retriever,1
Dog,2017,Akita/Mastiff,1
Dog,2017,Dogue De Bordeaux,1
Dog,2017,German Wirehaired Pointer,1
Dog,2017,Australian Shepherd/German Shepherd,1
Dog,2017,Chihuahua Longhair/Norfolk Terrier,1
Dog,2017,English Foxhound/Labrador Retriever,1
Dog,2017,Chihuahua Longhair/Pomeranian,1
Dog,2017,English Setter Mix,1
Dog,2017,Beagle/Plott Hound,1
Dog,2017,Field Spaniel/Cocker Spaniel,1
Dog,2017,Alaskan Husky/German Shepherd,1
Dog,2017,French Bulldog Mix,1
Dog,2017,Australian Cattle Dog/Parson Russell Terrier,1
Dog,2017,German Shepherd/Alaskan Malamute,1
Dog,2017,Chihuahua Shorthair/Australian Cattle Dog,1
Dog,2017,Black Mouth Cur/Boxer,1
Dog,2017,Border Collie/Australian Kelpie,1
Dog,2017,Cairn Terrier/Dachshund,1
Dog,2017,Chihuahua Shorthair/Bichon Frise,1
Dog,2017,American Bulldog/Boxer,1
Dog,2017,Chihuahua Shorthair/Cairn Terrier,1
Dog,2017,Canaan Dog Mix,1
Dog,2017,Beagle/Queensland Heeler,1
Dog,2017,German Shepherd/Whippet,1
Dog,2017,Australian Cattle Dog/Pembroke Welsh Corgi,1
Dog,2017,Dachshund Longhair/Cocker Spaniel,1
Dog,2017,Chihuahua Shorthair/Dachshund Wirehair,1
Dog,2017,Belgian Malinois/Australian Shepherd,1
Dog,2017,Border Collie/Boxer,1
Dog,2017,Boxer/German Shepherd,1
Dog,2017,Australian Cattle Dog/Pit Bull,1
Dog,2017,Dachshund Wirehair/Norfolk Terrier,1
Dog,2017,Chihuahua Shorthair/Mexican Hairless,1
Dog,2017,Dachshund Wirehair/West Highland,1
Dog,2017,Akita/Siberian Husky,1
Dog,2017,American Eskimo,1
Dog,2017,Chihuahua Shorthair/Miniature Schnauzer,1
Dog,2017,Dachshund/Boxer,1
Dog,2017,Beagle/Whippet,1
Dog,2017,Dachshund/Catahoula,1
Dog,2017,Australian Cattle Dog/Rhod Ridgeback,1
Dog,2017,American Eskimo/Alaskan Husky,1
Dog,2017,Bearded Collie Mix,1
Dog,2017,Dachshund/Miniature Pinscher,1
Dog,2017,Chihuahua Shorthair/Schipperke,1
Dog,2017,Dachshund/Pit Bull,1
Dog,2017,Chihuahua Shorthair/Shih Tzu,1
Dog,2017,Dachshund/Whippet,1
Dog,2017,Border Collie/Mastiff,1
Dog,2017,American Bulldog/Dalmatian,1
Dog,2017,Border Collie/Staffordshire,1
Dog,2017,American Bulldog/Mastiff,1
Dog,2017,Australian Cattle Dog/Whippet,1
Dog,2017,Australian Shepherd/Field Spaniel,1
Dog,2017,Basset Hound/Pit Bull,1
Dog,2017,Doberman Pinsch/Pit Bull,1
Dog,2017,Chinese Sharpei/Border Collie,1
Dog,2017,Dogo Argentino/Pit Bull,1
Dog,2017,Alaskan Husky/Labrador Retriever,1
Dog,2017,Beagle/Chinese Sharpei,1
Dog,2017,Anatol Shepherd/Catahoula,1
Dog,2017,Bichon Frise/Pekingese,1
Dog,2017,Australian Kelpie/Australian Cattle Dog,1
Dog,2017,Bichon Frise/Toy Poodle,1
Dog,2017,Chow Chow/Australian Cattle Dog,1
Dog,2017,Beagle/Dachshund,1
Dog,2017,Border Terrier/Chihuahua Shorthair,1
Dog,2017,English Foxhound/Smooth Fox Terrier,1
Dog,2017,Border Terrier/Rat Terrier,1
Dog,2017,English Pointer/Boxer,1
Dog,2017,Chow Chow/Pekingese,1
Dog,2017,Akita/Australian Cattle Dog,1
Dog,2017,Chow Chow/Rottweiler,1
Dog,2017,Field Spaniel Mix,1
Dog,2017,Australian Kelpie/Border Collie,1
Dog,2017,Bullmastiff,1
Dog,2017,Australian Kelpie/Bull Terrier,1
Dog,2017,Afghan Hound/Labrador Retriever,1
Dog,2017,Border Terrier/Yorkshire Terrier,1
Dog,2017,Australian Shepherd/Queensland Heeler,1
Dog,2017,Basset Hound/Pointer,1
Dog,2017,Australian Cattle Dog/Beagle,1
Dog,2017,Anatol Shepherd/German Shorthair Pointer,1
Dog,2017,Australian Cattle Dog/Boston Terrier,1
Dog,2017,Boston Terrier/Chihuahua Shorthair,1
Dog,2017,Basenji,1
Dog,2017,Boston Terrier/Pug,1
Dog,2017,German Shepherd/Boxer,1
Dog,2017,Collie Rough/Chow Chow,1
Dog,2017,German Shepherd/Catahoula,1
